CVE_AGEB,NOM_MUN,VIVPAR_DES,VIVTOT,TVIVPAR,VIVPAR_HAB,VPH_PISOTI,VPH_NODREN,VPH_S_ELEC,VPH_SNBIEN,VPH_1CUART,VPH_LETR,PRO_OCUP_C,VPH_INTER,VPH_AUTOM,VPH_PC,VPH_REFRI,GRAPROES,n_bancos,n_cafes,n_inmobiliarias,n_empenos,n_usados,n_yonques,TASA_PISO_TIERRA,TASA_SIN_DRENAJE,TASA_SIN_ELEC,TASA_SIN_BIENES,TASA_1_CUARTO,TASA_LETRINA,HACINAMIENTO,SCORE_REZAGO,TASA_ABANDONO,abandono_alto
2603000016910,Hermosillo,69.0,868,830.0,758.0,3.0,0.0,4.0,7.0,14.0,0.0,1.25,451.0,394.0,211.0,745.0,9.92,0,1,0,0,0,0,,,0.005277,0.009235,0.01847,,1.25,0.320746,0.079493,0
2603000016925,Hermosillo,47.0,565,522.0,455.0,0.0,0.0,0.0,0.0,5.0,0.0,0.82,463.0,451.0,423.0,497.0,13.33,0,2,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.82,0.136667,0.083186,0
260300001693A,Hermosillo,82.0,813,781.0,675.0,3.0,0.0,0.0,0.0,5.0,0.0,0.78,622.0,617.0,567.0,702.0,13.22,0,0,0,0,0,0,0.004444,,0.0,0.0,,0.0,0.78,0.156889,0.100861,0
2603000016944,Hermosillo,60.0,791,726.0,656.0,0.0,0.0,0.0,0.0,7.0,0.0,0.93,532.0,534.0,418.0,704.0,11.64,0,0,0,0,0,0,0.0,0.0,,,0.010671,0.0,0.93,0.188134,0.075853,0
2603000016959,Hermosillo,67.0,737,702.0,616.0,3.0,0.0,0.0,0.0,0.0,0.0,0.75,594.0,610.0,549.0,649.0,14.43,1,0,0,0,0,0,,0.0,,,0.0,0.0,0.75,0.1875,0.090909,0
2603000016963,Hermosillo,127.0,1259,1186.0,1045.0,5.0,0.0,0.0,0.0,5.0,0.0,0.73,1081.0,1057.0,1004.0,1115.0,14.47,0,1,0,0,0,0,0.004785,0.0,0.0,0.0,,0.0,0.73,0.122464,0.100874,0
2603000016978,Hermosillo,32.0,461,394.0,354.0,3.0,0.0,0.0,0.0,5.0,0.0,0.72,398.0,401.0,391.0,421.0,14.53,0,1,0,0,0,0,0.008475,0.0,0.0,0.0,,0.0,0.72,0.121412,0.069414,0
2603000016982,Hermosillo,63.0,825,786.0,701.0,3.0,0.0,0.0,0.0,5.0,0.0,0.71,717.0,700.0,668.0,739.0,14.37,5,0,0,0,0,0,,0.0,0.0,0.0,,,0.71,0.1775,0.076364,0
2603000016997,Hermosillo,,166,131.0,127.0,3.0,0.0,0.0,0.0,0.0,0.0,0.57,162.0,162.0,152.0,162.0,15.09,3,1,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.57,0.095,,0
2603000017001,Hermosillo,50.0,246,244.0,181.0,27.0,7.0,3.0,3.0,48.0,4.0,1.4,122.0,80.0,29.0,155.0,7.91,0,0,0,0,0,0,0.149171,0.038674,0.016575,0.016575,0.265193,0.022099,1.4,0.272612,0.203252,1
2603000017016,Hermosillo,9.0,57,57.0,48.0,3.0,0.0,0.0,0.0,7.0,0.0,1.23,20.0,26.0,8.0,46.0,8.4,0,0,0,0,0,0,,,,,0.145833,,1.23,0.687916,0.157895,0
2603000017020,Hermosillo,25.0,622,586.0,555.0,3.0,0.0,0.0,3.0,5.0,0.0,0.93,381.0,350.0,242.0,560.0,10.46,0,1,0,0,0,0,,0.0,,0.005405,,0.0,0.93,0.233851,0.040193,0
2603000017035,Hermosillo,43.0,247,243.0,198.0,0.0,0.0,0.0,0.0,5.0,0.0,1.11,126.0,111.0,65.0,194.0,9.82,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,1.11,0.185,0.174089,1
260300001704A,Hermosillo,59.0,476,440.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,336.0,342.0,284.0,400.0,12.91,0,1,0,0,0,0,0.0,0.0,,,0.0,0.0,0.8,0.16,0.12395,0
2603000017054,Hermosillo,97.0,563,550.0,448.0,3.0,0.0,0.0,0.0,0.0,0.0,0.79,387.0,395.0,338.0,457.0,12.76,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.79,0.131667,0.172291,1
2603000017069,Hermosillo,10.0,159,152.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,145.0,144.0,142.0,145.0,14.66,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.094286,0.062893,0
2603000017073,Hermosillo,,12,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,223.0,7.0,0.0,10.0,8.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.147143,,0
2603000017088,Hermosillo,3.0,50,41.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,46.0,46.0,46.0,47.0,14.39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.115714,0.06,0
2603000017092,Hermosillo,4.0,81,81.0,75.0,3.0,0.0,0.0,0.0,5.0,0.0,1.15,43.0,39.0,24.0,68.0,9.74,0,0,0,0,0,0,,0.0,,,,0.0,1.15,0.383333,0.049383,0
2603000017105,Hermosillo,4.0,24,21.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,1.08,18.0,11.0,10.0,19.0,10.54,0,0,0,0,0,0,,,,0.0,0.0,0.0,1.08,0.27,0.166667,1
260300001711A,Hermosillo,17.0,81,80.0,63.0,8.0,0.0,0.0,0.0,9.0,0.0,1.26,7.0,38.0,9.0,60.0,7.8,0,0,0,0,0,0,0.126984,,,0.0,0.142857,,1.26,0.38246,0.209877,1
2603000017124,Hermosillo,14.0,67,63.0,48.0,7.0,8.0,0.0,0.0,16.0,11.0,1.33,11.0,27.0,11.0,41.0,9.55,0,0,0,0,0,0,0.145833,0.166667,0.0,,0.333333,0.229167,1.33,0.3675,0.208955,1
2603000017139,Hermosillo,,10,10.0,8.0,3.0,0.0,0.0,0.0,5.0,3.0,0.77,223.0,4.0,159.0,6.0,9.87,0,0,0,0,0,0,,,,0.0,,0.375,0.77,0.381667,,0
2603000017143,Hermosillo,10.0,55,52.0,39.0,3.0,6.0,0.0,0.0,7.0,6.0,1.49,11.0,17.0,7.0,38.0,8.99,0,0,0,0,0,0,,0.153846,,0.0,0.179487,0.153846,1.49,0.395436,0.181818,1
2603000017158,Hermosillo,23.0,250,244.0,217.0,3.0,0.0,0.0,0.0,6.0,0.0,1.16,162.0,158.0,121.0,220.0,11.3,0,0,0,0,0,0,,0.0,0.0,0.0,0.02765,0.0,1.16,0.197942,0.092,0
2603000017162,Hermosillo,26.0,195,192.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,146.0,147.0,130.0,162.0,13.8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.118571,0.133333,0
2603000017177,Hermosillo,77.0,902,840.0,711.0,0.0,0.0,0.0,0.0,5.0,0.0,0.73,706.0,710.0,646.0,768.0,14.32,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.73,0.121667,0.085366,0
2603000017181,Hermosillo,3.0,86,39.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,80.0,80.0,77.0,83.0,14.8,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.074286,0.034884,0
2603000017196,Hermosillo,11.0,199,189.0,172.0,0.0,0.0,0.0,0.0,5.0,0.0,0.97,116.0,110.0,75.0,176.0,10.49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.97,0.161667,0.055276,0
2603000017209,Hermosillo,42.0,396,378.0,334.0,15.0,0.0,6.0,0.0,28.0,5.0,1.07,221.0,238.0,169.0,333.0,10.81,0,1,0,0,0,0,0.04491,,0.017964,,0.083832,0.01497,1.07,0.246335,0.106061,0
2603000017213,Hermosillo,22.0,272,268.0,245.0,15.0,6.0,3.0,3.0,43.0,12.0,1.41,46.0,99.0,52.0,227.0,8.34,0,0,0,0,0,0,0.061224,0.02449,0.012245,0.012245,0.17551,0.04898,1.41,0.249242,0.080882,0
2603000017228,Hermosillo,23.0,433,415.0,388.0,3.0,0.0,0.0,6.0,4.0,0.0,1.12,195.0,149.0,103.0,360.0,9.29,0,0,0,0,0,0,,0.0,,0.015464,0.010309,0.0,1.12,0.229155,0.053118,0
2603000017232,Hermosillo,76.0,859,857.0,762.0,3.0,0.0,3.0,6.0,5.0,0.0,1.13,470.0,385.0,232.0,714.0,9.73,2,1,0,0,0,0,,0.0,0.003937,0.007874,,0.0,1.13,0.228362,0.088475,0
2603000017247,Hermosillo,54.0,237,236.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,162.0,161.0,148.0,172.0,14.04,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.082857,0.227848,1
2603000017251,Hermosillo,25.0,268,265.0,225.0,0.0,0.0,0.0,0.0,5.0,0.0,1.09,133.0,121.0,66.0,213.0,9.94,0,0,0,0,0,0,0.0,0.0,,,0.022222,0.0,1.09,0.222444,0.093284,0
2603000017266,Hermosillo,,26,25.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,21.0,22.0,17.0,24.0,14.14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.104286,,0
2603000017270,Hermosillo,102.0,271,262.0,159.0,3.0,0.0,0.0,0.0,7.0,0.0,0.8,118.0,139.0,111.0,165.0,12.72,0,0,0,0,0,0,,0.0,0.0,,0.044025,0.0,0.8,0.168805,0.376384,1
2603000017285,Hermosillo,5.0,96,94.0,89.0,3.0,0.0,0.0,0.0,0.0,0.0,0.68,90.0,88.0,84.0,91.0,14.94,0,0,0,0,0,0,0.033708,0.0,0.0,0.0,0.0,0.0,0.68,0.101958,0.052083,0
260300001729A,Hermosillo,14.0,112,107.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,86.0,89.0,77.0,94.0,14.26,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.075714,0.125,0
2603000017302,Hermosillo,5.0,92,69.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,87.0,87.0,81.0,87.0,14.63,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.082857,0.054348,0
2603000017317,Hermosillo,33.0,307,292.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,254.0,250.0,232.0,270.0,14.26,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.111429,0.107492,0
2603000017321,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0,0,0,,,,,,,0.0,0.0,,0
2603000017336,Hermosillo,19.0,200,196.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,147.0,144.0,124.0,166.0,12.75,0,0,0,0,0,0,0.0,0.0,,,0.0,0.0,0.81,0.162,0.095,0
2603000017340,Hermosillo,9.0,90,90.0,80.0,0.0,0.0,0.0,0.0,5.0,0.0,1.17,44.0,45.0,33.0,79.0,9.72,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,1.17,0.195,0.1,0
2603000017355,Hermosillo,86.0,1204,1171.0,1055.0,3.0,0.0,3.0,8.0,5.0,0.0,1.01,697.0,643.0,433.0,1023.0,10.48,0,1,0,0,0,0,0.002844,,0.002844,0.007583,,0.0,1.01,0.204654,0.071429,0
260300001736A,Hermosillo,,1,,,3.0,0.0,0.0,0.0,5.0,0.0,0.86,223.0,218.0,159.0,309.0,10.53,0,1,0,0,0,0,,,,,,,,,,0
2603000017374,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,,,,0.0,0.0,,0
2603000017389,Hermosillo,108.0,1411,1364.0,1245.0,10.0,0.0,0.0,0.0,3.0,0.0,0.97,956.0,935.0,594.0,1267.0,11.52,0,0,0,0,0,0,0.008032,0.0,0.0,0.0,0.00241,0.0,0.97,0.140063,0.076541,0
2603000017393,Hermosillo,11.0,75,71.0,55.0,6.0,0.0,0.0,0.0,14.0,5.0,1.26,6.0,26.0,5.0,54.0,7.79,0,0,0,0,0,0,0.109091,,,0.0,0.254545,0.090909,1.26,0.342909,0.146667,0
2603000017406,Hermosillo,10.0,41,37.0,23.0,8.0,0.0,0.0,0.0,5.0,17.0,1.46,5.0,11.0,7.0,25.0,6.82,0,0,0,0,0,0,0.347826,,0.0,,0.217391,0.73913,1.46,0.552869,0.243902,1
2603000017410,Hermosillo,15.0,49,46.0,28.0,4.0,0.0,0.0,0.0,6.0,5.0,1.24,6.0,24.0,6.0,27.0,8.18,0,0,0,0,0,0,0.142857,,0.0,,0.214286,0.178571,1.24,0.355143,0.306122,1
2603000017425,Hermosillo,,8,8.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.58,223.0,3.0,159.0,309.0,4.0,0,0,0,0,0,0,,0.0,,0.0,,,0.58,0.193333,,0
260300001743A,Hermosillo,3.0,40,39.0,36.0,0.0,0.0,0.0,0.0,5.0,0.0,1.6,18.0,18.0,12.0,33.0,8.36,0,0,0,0,0,0,0.0,0.0,0.0,,,0.0,1.6,0.32,0.075,0
2603000017444,Hermosillo,123.0,926,888.0,742.0,6.0,0.0,0.0,0.0,48.0,0.0,1.16,500.0,448.0,320.0,752.0,10.31,0,0,0,0,0,0,0.008086,0.0,,,0.06469,0.0,1.16,0.246555,0.132829,0
2603000017459,Hermosillo,,2,,,3.0,0.0,0.0,0.0,5.0,0.0,0.86,223.0,218.0,159.0,309.0,10.53,0,0,0,0,0,0,,,,,,,,,,0
2603000017463,Hermosillo,51.0,723,628.0,557.0,6.0,0.0,0.0,0.0,0.0,0.0,0.57,652.0,644.0,633.0,652.0,14.62,7,2,0,0,0,0,0.010772,0.0,0.0,0.0,0.0,0.0,0.57,0.082967,0.070539,0
2603000017478,Hermosillo,8.0,149,135.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,139.0,140.0,123.0,141.0,15.13,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.077143,0.053691,0
2603000017482,Hermosillo,68.0,538,508.0,429.0,3.0,0.0,0.0,0.0,0.0,0.0,0.65,436.0,438.0,393.0,457.0,15.49,0,1,0,0,0,0,,0.0,0.0,,0.0,0.0,0.65,0.13,0.126394,0
2603000017497,Hermosillo,5.0,116,112.0,104.0,0.0,0.0,0.0,0.0,5.0,0.0,0.99,65.0,77.0,49.0,103.0,10.44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.99,0.165,0.043103,0
260300001750A,Hermosillo,214.0,1827,1761.0,1523.0,4.0,0.0,0.0,0.0,5.0,0.0,0.85,1303.0,1282.0,1062.0,1566.0,12.53,2,3,0,0,0,0,0.002626,0.0,0.0,0.0,0.003283,0.0,0.85,0.122273,0.117132,0
2603000017514,Hermosillo,19.0,366,340.0,314.0,0.0,0.0,0.0,0.0,3.0,0.0,1.13,188.0,237.0,156.0,333.0,10.54,0,0,0,0,0,0,0.0,0.0,,0.0,0.009554,0.0,1.13,0.189926,0.051913,0
2603000017529,Hermosillo,142.0,995,956.0,799.0,4.0,0.0,0.0,0.0,5.0,0.0,0.78,726.0,758.0,624.0,830.0,13.41,0,0,1,0,0,0,0.005006,0.0,0.0,,,0.0,0.78,0.157001,0.142714,0
2603000017548,Hermosillo,3.0,30,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,24.0,27.0,22.0,27.0,15.72,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.081429,0.1,0
2603000017552,Hermosillo,0.0,14,14.0,14.0,0.0,0.0,0.0,0.0,5.0,0.0,1.32,10.0,4.0,3.0,13.0,10.61,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,1.32,0.22,0.0,0
2603000017567,Hermosillo,18.0,135,134.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,74.0,66.0,40.0,113.0,10.39,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.158571,0.133333,0
2603000017571,Hermosillo,10.0,42,41.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,25.0,29.0,24.0,32.0,13.51,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.105714,0.238095,1
2603000017586,Hermosillo,4.0,82,80.0,76.0,3.0,0.0,0.0,0.0,0.0,0.0,1.14,38.0,46.0,23.0,71.0,9.94,0,0,0,0,0,0,,0.0,0.0,,0.0,0.0,1.14,0.228,0.04878,0
2603000017603,Hermosillo,4.0,55,52.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,34.0,38.0,16.0,50.0,10.23,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.178571,0.072727,0
2603000017618,Hermosillo,4.0,18,18.0,14.0,3.0,0.0,0.0,0.0,5.0,0.0,1.42,4.0,10.0,4.0,12.0,9.89,0,0,0,0,0,0,0.214286,0.0,,0.0,0.357143,0.0,1.42,0.331905,0.222222,1
2603000017622,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,,,,0.0,0.0,,0
2603000017637,Hermosillo,6.0,84,80.0,74.0,0.0,0.0,0.0,0.0,5.0,0.0,1.44,30.0,36.0,18.0,75.0,9.56,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,1.44,0.24,0.071429,0
2603000017641,Hermosillo,6.0,57,56.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,32.0,28.0,17.0,50.0,9.34,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.238571,0.105263,0
2603000017656,Hermosillo,21.0,212,198.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,161.0,155.0,150.0,174.0,14.11,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.72,0.12,0.099057,0
2603000017660,Hermosillo,13.0,172,162.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,152.0,152.0,143.0,154.0,14.74,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.107143,0.075581,0
2603000017675,Hermosillo,9.0,108,102.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,96.0,96.0,91.0,98.0,14.69,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.105714,0.083333,0
260300001768A,Hermosillo,4.0,45,43.0,38.0,3.0,0.0,0.0,0.0,0.0,0.0,0.71,36.0,40.0,38.0,40.0,14.68,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.71,0.118333,0.088889,0
2603000017694,Hermosillo,4.0,7,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,3.0,3.0,3.0,3.0,14.6,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.048571,0.571429,1
2603000017707,Hermosillo,16.0,415,336.0,318.0,3.0,0.0,0.0,0.0,0.0,0.0,0.59,396.0,396.0,383.0,397.0,15.08,0,3,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.59,0.098333,0.038554,0
2603000017711,Hermosillo,29.0,300,291.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,236.0,236.0,205.0,252.0,14.31,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.097143,0.096667,0
2603000017726,Hermosillo,22.0,147,136.0,111.0,0.0,0.0,0.0,0.0,5.0,0.0,1.13,45.0,65.0,48.0,115.0,9.83,0,0,0,0,0,0,0.0,0.0,,,,0.0,1.13,0.2825,0.14966,0
2603000017798,Hermosillo,54.0,421,397.0,340.0,3.0,0.0,0.0,4.0,0.0,0.0,1.02,216.0,172.0,93.0,327.0,9.48,0,1,0,0,0,0,,0.0,,0.011765,0.0,0.0,1.02,0.206353,0.128266,0
2603000017800,Hermosillo,80.0,911,908.0,811.0,3.0,0.0,7.0,9.0,10.0,0.0,1.2,217.0,292.0,184.0,727.0,9.22,2,0,0,0,0,0,,0.0,0.008631,0.011097,0.01233,,1.2,0.246412,0.087816,0
2603000017815,Hermosillo,67.0,663,644.0,568.0,3.0,0.0,0.0,0.0,0.0,0.0,0.95,418.0,457.0,312.0,572.0,11.98,0,0,0,0,0,0,,0.0,,,0.0,0.0,0.95,0.2375,0.101056,0
260300001782A,Hermosillo,,44,40.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,34.0,27.0,28.0,39.0,11.87,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.157143,,0
2603000017834,Hermosillo,27.0,140,129.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,110.0,108.0,107.0,111.0,14.46,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.082857,0.192857,1
2603000017849,Hermosillo,0.0,6,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,6.0,6.0,6.0,6.0,16.38,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.084286,0.0,0
2603000017853,Hermosillo,3.0,15,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,10.0,11.0,10.0,11.0,15.33,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.074286,0.2,1
2603000017868,Hermosillo,11.0,280,272.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,208.0,164.0,114.0,267.0,10.79,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.12,0.039286,0
2603000017872,Hermosillo,35.0,482,473.0,421.0,0.0,0.0,0.0,0.0,5.0,0.0,0.99,279.0,231.0,161.0,423.0,10.58,0,1,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.99,0.165,0.072614,0
2603000017887,Hermosillo,17.0,225,219.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,158.0,145.0,90.0,200.0,10.31,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.158571,0.075556,0
2603000017891,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,,,,0.0,0.0,,0
2603000017904,Hermosillo,249.0,1323,1266.0,990.0,4.0,0.0,0.0,0.0,5.0,0.0,0.98,820.0,737.0,483.0,1026.0,11.59,0,2,1,0,0,0,0.00404,0.0,0.0,,,0.0,0.98,0.196808,0.188209,1
2603000017919,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,,,,0.0,0.0,,0
2603000017923,Hermosillo,69.0,1221,1153.0,1079.0,3.0,0.0,0.0,0.0,5.0,0.0,1.08,764.0,641.0,472.0,1098.0,10.33,0,1,0,0,0,0,,0.0,,,,0.0,1.08,0.36,0.056511,0
2603000017938,Hermosillo,83.0,505,484.0,390.0,4.0,0.0,0.0,9.0,18.0,0.0,1.26,191.0,209.0,131.0,376.0,9.28,0,0,0,0,0,0,0.010256,0.0,,0.023077,0.046154,0.0,1.26,0.223248,0.164356,1
2603000017942,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,,,,0.0,0.0,,0
2603000017957,Hermosillo,13.0,192,188.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,167.0,169.0,156.0,172.0,14.63,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.12,0.067708,0
2603000017961,Hermosillo,76.0,90,85.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,11.0,12.0,12.0,14.0,14.82,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.121429,0.844444,1
2603000017976,Hermosillo,6.0,43,38.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,28.0,24.0,25.0,31.0,14.06,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.115714,0.139535,0
2603000017980,Hermosillo,27.0,286,260.0,220.0,5.0,0.0,0.0,0.0,5.0,0.0,0.75,226.0,225.0,219.0,246.0,14.53,0,3,0,0,0,0,0.022727,0.0,0.0,0.0,,0.0,0.75,0.128788,0.094406,0
2603000017995,Hermosillo,,54,52.0,49.0,3.0,0.0,0.0,0.0,0.0,0.0,0.79,49.0,50.0,50.0,51.0,14.8,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.79,0.131667,,0
260300001800A,Hermosillo,6.0,72,67.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,63.0,63.0,62.0,65.0,14.73,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.09,0.083333,0
2603000018014,Hermosillo,75.0,939,819.0,726.0,5.0,0.0,0.0,0.0,0.0,0.0,0.61,833.0,822.0,788.0,843.0,15.43,0,0,0,0,0,0,0.006887,0.0,0.0,0.0,0.0,0.0,0.61,0.088127,0.079872,0
2603000018029,Hermosillo,147.0,1412,1388.0,1211.0,5.0,0.0,6.0,7.0,125.0,0.0,1.27,805.0,567.0,353.0,1130.0,9.43,3,1,0,0,0,0,0.004129,0.0,0.004955,0.00578,0.10322,0.0,1.27,0.198298,0.104108,0
2603000018033,Hermosillo,233.0,2084,2051.0,1806.0,4.0,0.0,6.0,14.0,5.0,0.0,1.21,950.0,663.0,439.0,1656.0,8.96,0,0,0,0,0,0,0.002215,,0.003322,0.007752,0.002769,0.0,1.21,0.204343,0.111804,0
2603000018048,Hermosillo,85.0,546,530.0,443.0,3.0,0.0,0.0,0.0,5.0,0.0,0.76,363.0,378.0,303.0,451.0,12.73,0,3,0,0,0,0,,0.0,0.0,0.0,,0.0,0.76,0.152,0.155678,0
2603000018052,Hermosillo,109.0,825,786.0,664.0,3.0,0.0,0.0,0.0,5.0,0.0,0.81,516.0,599.0,430.0,703.0,12.41,0,0,0,0,0,0,,0.0,0.0,0.0,,0.0,0.81,0.162,0.132121,0
2603000018067,Hermosillo,66.0,631,615.0,536.0,3.0,0.0,0.0,0.0,0.0,0.0,0.73,495.0,520.0,440.0,551.0,13.67,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.73,0.121667,0.104596,0
2603000018071,Hermosillo,46.0,451,435.0,374.0,3.0,0.0,0.0,0.0,0.0,0.0,0.63,376.0,374.0,351.0,390.0,14.71,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.63,0.105,0.101996,0
2603000018090,Hermosillo,123.0,357,344.0,216.0,3.0,0.0,0.0,0.0,0.0,0.0,0.78,153.0,203.0,135.0,225.0,12.61,0,0,0,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.78,0.13,0.344538,1
2603000018103,Hermosillo,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,,,,0.0,0.0,,0
2603000018118,Hermosillo,,25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,,,,0.0,0.0,,0
